,To_Country,Year,Total_Points,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
1151,Yugoslavia,1972,87,NaN,NaN,NaN,3,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,NaN,7,NaN,NaN,NaN,5,NaN,2,NaN,NaN,NaN,8,4,NaN,9,NaN,6,NaN,4,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,8,4,2,NaN,NaN,5
1152,Spain,1972,83,NaN,NaN,NaN,5,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,NaN,7,NaN,NaN,NaN,5,NaN,3,NaN,NaN,NaN,5,4,NaN,8,NaN,5,NaN,8,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,,7,3,NaN,NaN,3
1153,France,1972,81,NaN,NaN,NaN,2,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,,NaN,5,NaN,NaN,NaN,5,NaN,3,NaN,NaN,NaN,8,5,NaN,6,NaN,6,NaN,7,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,3,NaN,NaN,9
1154,Finland,1972,78,NaN,NaN,NaN,3,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,3,NaN,4,NaN,NaN,NaN,3,NaN,3,NaN,NaN,NaN,6,3,NaN,5,NaN,8,NaN,6,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,6,4,3,NaN,NaN,5
1155,Sweden,1972,75,NaN,NaN,NaN,4,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3,NaN,5,NaN,NaN,NaN,5,NaN,3,NaN,NaN,NaN,5,4,NaN,5,NaN,5,NaN,5,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,3,,2,NaN,NaN,3
1156,Norway,1972,73,NaN,NaN,NaN,3,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,3,NaN,4,NaN,NaN,NaN,6,NaN,2,NaN,NaN,NaN,6,5,NaN,4,NaN,4,NaN,,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,5,4,2,NaN,NaN,4
1157,Ireland,1972,72,NaN,NaN,NaN,4,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,NaN,4,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,6,6,NaN,5,NaN,5,NaN,6,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,4,5,3,NaN,NaN,4
1158,Monaco,1972,65,NaN,NaN,NaN,3,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3,NaN,4,NaN,NaN,NaN,4,NaN,3,NaN,NaN,NaN,4,5,NaN,,NaN,5,NaN,6,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,3,3,2,NaN,NaN,5
1159,Belgium,1972,55,NaN,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,NaN,2,NaN,NaN,NaN,4,NaN,3,NaN,NaN,NaN,6,5,NaN,4,NaN,3,NaN,2,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,2,2,3,NaN,NaN,5
1160,Malta,1972,48,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,2,NaN,3,NaN,NaN,NaN,4,NaN,2,NaN,NaN,NaN,2,,NaN,3,NaN,4,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,3,2,NaN,NaN,6
1161,Monaco,1971,128,NaN,NaN,NaN,4,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,8,NaN,10,NaN,NaN,NaN,9,NaN,4,NaN,NaN,NaN,4,5,NaN,,NaN,9,NaN,10,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,2,10,10,NaN,NaN,8
1162,Spain,1971,116,NaN,NaN,NaN,4,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,10,NaN,7,NaN,NaN,NaN,9,NaN,5,NaN,NaN,NaN,4,8,NaN,10,NaN,6,NaN,8,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,,6,5,NaN,NaN,7
1163,Germany,1971,100,NaN,NaN,NaN,6,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,8,NaN,,NaN,NaN,NaN,5,NaN,6,NaN,NaN,NaN,2,5,NaN,7,NaN,5,NaN,4,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,8,6,6,NaN,NaN,6
1164,United Kingdom,1971,98,NaN,NaN,NaN,4,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,8,NaN,5,NaN,NaN,NaN,7,NaN,3,NaN,NaN,NaN,4,8,NaN,8,NaN,5,NaN,6,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,2,5,6,NaN,NaN,
1165,Italy,1971,91,NaN,NaN,NaN,4,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,NaN,6,NaN,NaN,NaN,6,NaN,,NaN,NaN,NaN,2,6,NaN,9,NaN,2,NaN,5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,6,7,8,NaN,NaN,6
1166,Sweden,1971,85,NaN,NaN,NaN,7,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,NaN,4,NaN,NaN,NaN,3,NaN,6,NaN,NaN,NaN,2,4,NaN,4,NaN,9,NaN,6,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,2,,9,NaN,NaN,5
1167,Netherlands,1971,85,NaN,NaN,NaN,6,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,7,NaN,4,NaN,NaN,NaN,5,NaN,2,NaN,NaN,NaN,2,2,NaN,6,NaN,,NaN,8,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,5,6,5,NaN,NaN,5
1168,Finland,1971,84,NaN,NaN,NaN,4,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,4,NaN,4,NaN,NaN,NaN,6,NaN,2,NaN,NaN,NaN,2,4,NaN,4,NaN,3,NaN,6,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,3,4,4,NaN,NaN,10
1169,Portugal,1971,83,NaN,NaN,NaN,4,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,8,NaN,5,NaN,NaN,NaN,3,NaN,4,NaN,NaN,NaN,5,3,NaN,6,NaN,5,NaN,5,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,10,2,2,NaN,NaN,6
1170,France,1971,82,NaN,NaN,NaN,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,,NaN,5,NaN,NaN,NaN,6,NaN,4,NaN,NaN,NaN,2,2,NaN,8,NaN,9,NaN,5,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,5,4,8,NaN,NaN,5
1171,Ireland,1971,79,NaN,NaN,NaN,7,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7,NaN,4,NaN,NaN,NaN,,NaN,6,NaN,NaN,NaN,2,6,NaN,6,NaN,5,NaN,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,5,2,3,NaN,NaN,6
1172,Switzerland,1971,78,NaN,NaN,NaN,5,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6,NaN,6,NaN,NaN,NaN,5,NaN,7,NaN,NaN,NaN,2,5,NaN,4,NaN,5,NaN,4,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,2,4,,NaN,NaN,6
1173,Luxembourg,1971,70,NaN,NaN,NaN,2,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,NaN,2,NaN,NaN,NaN,5,NaN,3,NaN,NaN,NaN,,7,NaN,6,NaN,3,NaN,4,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,4,2,3,NaN,NaN,6
1174,Belgium,1971,68,NaN,NaN,NaN,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5,NaN,2,NaN,NaN,NaN,4,NaN,3,NaN,NaN,NaN,2,2,NaN,5,NaN,6,NaN,4,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,2,5,4,NaN,NaN,6
1175,Yugoslavia,1971,68,NaN,NaN,NaN,6,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,6,NaN,7,NaN,NaN,NaN,5,NaN,5,NaN,NaN,NaN,2,2,NaN,4,NaN,4,NaN,5,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,6,2,2,NaN,NaN,3
1176,Austria,1971,66,NaN,NaN,NaN,,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,NaN,7,NaN,NaN,NaN,6,NaN,6,NaN,NaN,NaN,2,3,NaN,5,NaN,3,NaN,5,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,2,4,2,NaN,NaN,3
1177,Norway,1971,65,NaN,NaN,NaN,3,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,NaN,2,NaN,NaN,NaN,7,NaN,2,NaN,NaN,NaN,2,3,NaN,6,NaN,2,NaN,,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,2,2,4,NaN,NaN,7
1178,Malta,1971,52,NaN,NaN,NaN,4,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,NaN,3,NaN,NaN,NaN,4,NaN,4,NaN,NaN,NaN,2,,NaN,2,NaN,5,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,5,2,2,NaN,NaN,3
1179,Ireland,1970,32,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,2,NaN,NaN,,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,6,NaN,NaN,4
1180,United Kingdom,1970,26,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,4,NaN,NaN,NaN,3,NaN,2,NaN,NaN,NaN,2,NaN,NaN,4,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,2,NaN,NaN,
1181,Germany,1970,12,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,2,NaN,1,NaN,NaN,NaN,3,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,1,NaN,NaN,
1182,Switzerland,1970,8,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,2,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,1
1183,France,1970,8,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,3,NaN,1,NaN,NaN,NaN,,NaN,NaN,2,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,
1184,Spain,1970,8,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,2,NaN,NaN,3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,
1185,Netherlands,1970,7,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,1
1186,Italy,1970,5,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,
1187,Belgium,1970,5,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,
1188,Monaco,1970,5,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,
1189,Yugoslavia,1970,4,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,4
1190,Luxembourg,1970,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,
1191,Spain,1969,18,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,2,NaN,3,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,2,NaN,NaN,3,NaN,,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1192,United Kingdom,1969,18,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,NaN,1,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,4,NaN,NaN,,NaN,1,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,5,,NaN,NaN,
1193,Netherlands,1969,18,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,6,NaN,,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,2,NaN,NaN,1,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,4,NaN,NaN,
1194,France,1969,18,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,1,NaN,NaN,NaN,4,NaN,,NaN,NaN,NaN,1,NaN,NaN,2,NaN,2,NaN,,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4
1195,Switzerland,1969,13,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,,NaN,2,NaN,NaN,NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,2
1196,Monaco,1969,11,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,4,NaN,NaN,NaN,,NaN,NaN,,NaN,2,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,2,,NaN,NaN,
1197,Ireland,1969,10,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,,NaN,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,1,3,NaN,NaN,1
1198,Belgium,1969,10,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,1,NaN,2,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,,2,NaN,NaN,3
1199,Sweden,1969,8,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1200,Germany,1969,8,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,,,NaN,NaN,
1201,Luxembourg,1969,7,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,3,NaN,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1202,Finland,1969,6,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,1,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,1,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,
1203,Yugoslavia,1969,5,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,
1204,Italy,1969,5,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,NaN,,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,1,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1205,Portugal,1969,4,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,,,NaN,NaN,
1206,Norway,1969,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,1,,NaN,NaN,
1207,Spain,1968,29,NaN,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,NaN,6,NaN,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,NaN,4,NaN,,NaN,1,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1208,United Kingdom,1968,28,NaN,NaN,NaN,,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,4,NaN,2,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,5,NaN,2,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,3,4,NaN,NaN,
1209,France,1968,20,NaN,NaN,NaN,2,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,2,NaN,NaN,NaN,3,NaN,NaN,,NaN,3,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,1,3,NaN,NaN,
1210,Ireland,1968,18,NaN,NaN,NaN,4,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,1,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,4,,NaN,NaN,
1211,Sweden,1968,15,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,NaN,,NaN,NaN,NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,1,NaN,6,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,2
1212,Germany,1968,11,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2,2,1,NaN,NaN,5
1213,Belgium,1968,8,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,1
1214,Monaco,1968,8,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,,NaN,,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,2,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,1
1215,Yugoslavia,1968,8,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,3,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,
1216,Italy,1968,7,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,,2,NaN,NaN,
1217,Portugal,1968,5,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,2,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,3,,,NaN,NaN,
1218,Luxembourg,1968,5,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,1,NaN,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,1
1219,Austria,1968,2,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1220,Switzerland,1968,2,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1221,Norway,1968,2,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,
1222,Netherlands,1968,1,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,1,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1223,Finland,1968,1,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
1224,United Kingdom,1967,47,NaN,NaN,NaN,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,7,NaN,3,NaN,NaN,NaN,1,NaN,2,NaN,NaN,NaN,5,NaN,NaN,3,NaN,2,NaN,7,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,1,7,NaN,NaN,
1225,Ireland,1967,22,NaN,NaN,NaN,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,,NaN,4,NaN,NaN,NaN,,NaN,1,NaN,NaN,NaN,1,NaN,NaN,2,NaN,,NaN,,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,2,,NaN,NaN,2
1226,France,1967,20,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,2,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,2,NaN,NaN,2,NaN,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,4,1,NaN,NaN,2
1227,Luxembourg,1967,17,NaN,NaN,NaN,,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,,NaN,,NaN,NaN,NaN,2,NaN,3,NaN,NaN,NaN,,NaN,NaN,1,NaN,4,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,2
1228,Monaco,1967,10,NaN,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,NaN,,NaN,NaN,NaN,,NaN,1,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,5,1,,NaN,NaN,
1229,Spain,1967,9,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,NaN,
